Index,Date,Name,Tweet
340,Wed Apr 29 07:36:12 +0000 2020,MASSIMO DESTRO,"Nuovi dati su #Vitrakvi e highlights sul nuovo AhR-inibitore presentati da @Bayer durante #AACR20.
La nostra #ricerca in #oncologia non si ferma. 
Trovare #nuovesoluzioni é la nostra mission.
#scienceforabetterlife il nostro motto.
#StrongerTogether

https://t.co/vCE8rIqBa7"
341,Wed Apr 29 07:37:22 +0000 2020,"Ashley Love Sumrall, MD, FACP",I dream of a day when academicians will understand we don’t know how to prevent lung cancer. We only know how to reduce risk in people who smoke. #lcsm #radonc
342,Wed Apr 29 07:37:55 +0000 2020,ONKOS,#AACR20: Iovance revels in promising lung cancer data out of Moffitt as TIL therapy triggers 2 complete responses https://t.co/cIi0bl2sLf
343,Wed Apr 29 07:39:11 +0000 2020,Khalid Alharbi 🔬,"Tertiary Lymphoid Structures as biomarkers of response to immunotherapy, live now #AACR20 ! https://t.co/MTsmp8ezB4"
344,Wed Apr 29 07:39:18 +0000 2020,Future Oncology,"Check out our Editor's coffee chat, where we discuss our highlights from the first day of #AACR20! @NanomedZone @MyBioTechniques @OncologyCentral"
345,Wed Apr 29 07:41:36 +0000 2020,Pasquale Pisapia,"#OncoAlert #AACR20 Dr. Carlos Gomez-Martin presents #COVID19 data from Hospital 12 de Octubre in Madrid, Spain. Data slides not posted at his request but of note: higher proportion of patients with lung cancer, mortality 25%, radiographic changes common, neutropenia a major risk. https://t.co/s9JOTPgEur"
346,Wed Apr 29 07:41:51 +0000 2020,Oncology Central,That wraps up #AACR20 Virtual Annual Meeting I. Thank you to everyone for following along and tweeting with us. https://t.co/9L1H0PhT4Y
347,Wed Apr 29 07:41:52 +0000 2020,Pasquale Pisapia,Great discussion by Dr. Patricia LoRusso @YaleMed on the NTRK treatment landscape -1st and subsequent line treatment options for NTRK-fusion positive cancers. #AACR2020 #AACR20 #LCSM https://t.co/JI9EBc1qht
348,Wed Apr 29 07:41:59 +0000 2020,Pasquale Pisapia,#AACR20 thanks for sharing this slide. #immunotherapy usage #COVID19 #COVID19 @jsoriamd @GustaveRoussy @barlesi
349,Wed Apr 29 07:42:09 +0000 2020,Pasquale Pisapia,"#OncoAlert #AACR20 In patients with #EGFRex20 #NSCLC treated with TAK-788 at 160mg, RR was 43% (n=28) including ASV mutations and NPH insertions. mPFS 7.3 months. Responses independent of prior therapy. Certainly encouraging - need more numbers, longer f/u, full dataset. #LCSM https://t.co/7TItSqO3W2"
350,Wed Apr 29 07:42:22 +0000 2020,Pasquale Pisapia,#AACR20 more on PARP⛔️ #BRCA #DNA-Repair 🧬
351,Wed Apr 29 07:42:31 +0000 2020,Pasquale Pisapia,#Metabolism (Oncometabolites) and #DDR as targets to treat #cancer . #AACR20 #OncoAlert https://t.co/58jvSF5Skd
352,Wed Apr 29 07:43:31 +0000 2020,ONKOS,#AACR20: Early data suggest #Novartis' Incyte-discovered MET inhibitor helps lung cancer patients with brain lesions https://t.co/UR3ZCbxWX9
353,Wed Apr 29 07:43:44 +0000 2020,Unicancer,"#CanceretCOVID19 : Pr Fabrice @barlesi de @GustaveRoussy partage une analyse précoce de la manière dont ce #CLCC s’est adapté pour gérer l’épidémie #COVID19
@AACR  #AACR2020 #OncoAlert #TousEnsemble #cancer #CLCC #Villejuif"
354,Wed Apr 29 07:44:27 +0000 2020,ONKOS,"Capmatinib continues to show promise fr Met Exon 14 skipping NSCLC, including brain mets. Reinforces need for comprehensive biomarker testing to catch these rare mutations so our patients can benefit from these new drugs - LUNGevity SAB Dr. Eddie Garron @UCLAJCCC #AACR20 #LCSM https://t.co/s5GBmIMq3x"
355,Wed Apr 29 07:45:45 +0000 2020,thietkebietthukhonggianviet,The latest The Thiết kế biệt thự đẹp Không Gian Việt ! https://t.co/SmaQSV5Ic8 Thanks to @mndp023 @phoenixemk @Dr_ZiMingZhao #aacr20
356,Wed Apr 29 07:46:56 +0000 2020,ONKOS,"Data presented at plenary session #AACR20 from @GustaveRoussy by @barlesi shows that #COVID19 cancer patients have a 15% mortality . Is this good outcome notably related to the almost 10% of patients who received compassionate #Tocilizumab ? 
https://t.co/dRmW2rAHaG https://t.co/1kc0iD9VcV"
357,Wed Apr 29 07:48:34 +0000 2020,EGFR Positive UK,"This slide was presented in the Lung Cancer Targeted Therapies session at #AACR20 today. As a healthy 47 year old when dx with stage IV #lungcancer completely out of the blue, with no known risk factors, I would like to know how I could have PREVENTED my LC #lcsm @AACRFoundation https://t.co/VIGVdFoHtB"
358,Wed Apr 29 07:49:46 +0000 2020,ONKOS,"What we learned at #AACR20 Day 1: 1. You CAN get 48,000+ participants to register for the world’s largest webinar (can’t wait to see demographic data);
2. KRAS is Undrugged (*yet*), not Undruggable;
3. BRAF is the ultimate Hydra;           4. @AACR really came through👍"
359,Wed Apr 29 07:50:19 +0000 2020,Maxime Meylan,"Tertiary Lymphoid Structures as biomarkers of response to immunotherapy, live now #AACR20 ! https://t.co/MTsmp8ezB4"
360,Wed Apr 29 07:51:04 +0000 2020,ONKOS,#OncoAlert #AACR20 Long awaited data from TAK-788 (now mobocertinib) in #EGFR exon 20 #NSCLC - this is clearly an unmet need with poor outcomes achieved using standard EGFR TKIs or immunotherapy. TAK-788 has some promising features to help in this setting #LCSM https://t.co/43HKq137Sr
361,Wed Apr 29 07:52:04 +0000 2020,Marcella,Important. We started doing it when pandemic came to Ireland.
362,Wed Apr 29 07:53:24 +0000 2020,ONKOS,#Covid19: First results from TERAVOLT registry for thoracic cancers show high mortality rate of COVID-19 in pats w/ thoracic malignancies. Mortality rate of COVID-19 in this group does not appear 2 b linked to specific treatmt/comorbidity. Video: https://t.co/QlXez9T5FB #AACR20 https://t.co/wPkHD6ouqF
363,Wed Apr 29 07:58:17 +0000 2020,ONKOS,"cfDNA sequencing leveraging informative methylation patterns detected more than 50 cancer types across stages. Considering the potential value of early detection in deadly malignancies, further evaluation of this test is justified in prospective population-level studies."
364,Wed Apr 29 07:59:16 +0000 2020,ceann beag,Important. We started doing it when pandemic came to Ireland.
365,Wed Apr 29 07:59:32 +0000 2020,The Evidence Base®,"Check out our Editor's coffee chat, where we discuss our highlights from the first day of #AACR20! @NanomedZone @MyBioTechniques @OncologyCentral"
366,Wed Apr 29 07:59:32 +0000 2020,Katsuaki Maehara Ph.D. 🇯🇵,These are great numbers @AACR - and so are the blockbuster number of residents. Great planning in short order to make #AACR20 virtual.
367,Wed Apr 29 08:00:01 +0000 2020,Bayer Pharma,We’re focused on genomic #cancer testing. These tests may help doctors recommend treatments and clinical trials based on a patient’s unique tumor makeup. Learn about the importance of genomic cancer testing today: https://t.co/JJ2xbWEDR4 #AACR20 https://t.co/ZLuvR1cAE9
368,Wed Apr 29 08:06:20 +0000 2020,Lymphoma Hub,"🗣️ What was your lymphoma highlight from Day 1 of #AACR20? Vote below, or let us know in the comments!  ⬇️#lymsm"
369,Wed Apr 29 08:06:55 +0000 2020,Dr. Cristiano Resende,#AACR20. Great news for people living with #cancer during #COVID19 #pandemic: pembrolizumab 400 mg every 6 wks granted accelerated approval by FDA today for all existing indications. #advocacy #PatientExperience
370,Wed Apr 29 08:07:16 +0000 2020,AML Hub,Have your say 🗣️ What was your AML highlight from Day 1 at #AACR20? #leusm
371,Wed Apr 29 08:09:37 +0000 2020,Angrist Proteomics,"Metabolomic adaptations and correlates of survival to immune checkpoint blockade: https://t.co/bGMKiJQ75L

#AACR20 #biomarkers https://t.co/GFaoBgO9kx"
372,Wed Apr 29 08:10:22 +0000 2020,cacaskata,"Excited to have @BrendonStilesMD with us tmrw as we continue our discussions on management of #LungCancer during #COVID19, including updates from #AACR20 
@StephenVLiu @JackWestMD @n8pennell @OncLive @ginacolumbusonc #LCSM @OncoAlert"
373,Wed Apr 29 08:10:39 +0000 2020,BioTechniques,"Find out what the Editors of @OncologyCentral, @MyBioTechniques and @NanomedZone thought of day 1 #AACR20"
374,Wed Apr 29 08:10:57 +0000 2020,Guillermo Sanz,"Oncologists are very used to see the Kaplan-Meier curve. For COVID-19, the curve shows statistically significant with Y-axis represented by days, not even months. It is a very sad outcome. Thanks, @AACR for providing this opportunity to learn so that we can fight w/data. #AACR20 https://t.co/VtVTqPxd3b"
375,Wed Apr 29 08:14:19 +0000 2020,Oncology Advance,#AACR20 @lfspurr from @DanaFarber and @broadinstitute presents on the genomic correlates of PD-L1 expression and response to immunotherapy in NSCLC. You can learn more in this manuscript published in Annals of Oncology: https://t.co/GDcAUJxack #LCSM @GLambertiMD @meyersonlab https://t.co/xahzpzw5EU
376,Wed Apr 29 08:14:22 +0000 2020,Oncology Advance,#AACR20 David Thiel from @MayoClinic presents at the Early Detection and ctDNA session results from the study investigating the @GrailBio cfDNA methylation signatures test. The manuscript can be found here in Annals of Oncology:  https://t.co/8OjSaWeURz https://t.co/cfEcY8pxVd
377,Wed Apr 29 08:18:24 +0000 2020,Deborah Armstrong,"#AACR20 #COVID19 Dr. Fabrice Barlesi on #COVID19nCancer at Gustave Roussy. Incidence #SARSCoV2 (12%), % asymptomatic (80%), ICU (11%), &amp; death (15%) similar to non-oncology population. Risk factors for poor outcome: ECOG&gt;1, heme malig, adv cancer w/ chemo (not other tx) in 3 mos. https://t.co/st9GCjGirh"
378,Wed Apr 29 08:28:06 +0000 2020,Guillermo Sanz,"#AACR20 #COVID19 Dr. Fabrice Barlesi on #COVID19nCancer at Gustave Roussy. Incidence #SARSCoV2 (12%), % asymptomatic (80%), ICU (11%), &amp; death (15%) similar to non-oncology population. Risk factors for poor outcome: ECOG&gt;1, heme malig, adv cancer w/ chemo (not other tx) in 3 mos. https://t.co/st9GCjGirh"
379,Wed Apr 29 08:32:20 +0000 2020,ZDQ&Interlaken,#AACR20 @lfspurr from @DanaFarber and @broadinstitute presents on the genomic correlates of PD-L1 expression and response to immunotherapy in NSCLC. You can learn more in this manuscript published in Annals of Oncology: https://t.co/GDcAUJxack #LCSM @GLambertiMD @meyersonlab https://t.co/xahzpzw5EU
380,Wed Apr 29 08:33:56 +0000 2020,Stefania Colasanti,"Just out📣at @TheLancetOncol 📰by @OncoAlert 🚨colleague @FAndreMD &amp;team. MonarcHER sees combo abemaciclib,fulvestrant, &amp;trastuzumab improved PFS Vs. SOC #chemotherapy +trastuzumab, w/a tolerable safety‼️#breastcancer #aacr20 #bcsm https://t.co/ZLtdVsul0O https://t.co/gi8FMoJcrv"
381,Wed Apr 29 08:34:03 +0000 2020,Stefania Colasanti,"Thank you @AACR for a great first day of this Amazing #AACR20 , very very well done &amp; we are grateful for all your hard work‼️Here are some of the logistics from our friends at @symplur for today
Best,
@OncoAlert 🚨
https://t.co/pGGYMfhVyP https://t.co/XZqjgjkCGv"
382,Wed Apr 29 08:34:10 +0000 2020,fabien reyal,#AACR20 David Thiel from @MayoClinic presents at the Early Detection and ctDNA session results from the study investigating the @GrailBio cfDNA methylation signatures test. The manuscript can be found here in Annals of Oncology:  https://t.co/8OjSaWeURz https://t.co/cfEcY8pxVd
383,Wed Apr 29 08:34:31 +0000 2020,Stefania Colasanti,"An amazing job with this Virtual #AACR20 , Kudos‼️  
Thank you very much to all the hard working people at @AACR for making this possible‼️Way to set the bar🙌
Best from @weoncologists &amp; all of us at @OncoAlert 🚨 https://t.co/R5MDUSCIQ9"
384,Wed Apr 29 08:34:42 +0000 2020,Stefania Colasanti,"Dear friends,
Quick Poll on which part of the world🌏our Colleagues (Doctors, Nurses, Scientists &amp; Patient Advocates) attending #AACR20 are coming from, care to share?
best,
@weoncologists &amp; @OncoAlert 🚨"
385,Wed Apr 29 08:34:45 +0000 2020,Stefania Colasanti,"Thank you @AACR , an Amazing Part 1⃣of  #AACR20 and thank you for making registration free‼️Such details eliminates the economic issues many colleagues face in their countries &amp; makes it available to ALL, VERY well done‼️"
386,Wed Apr 29 08:34:48 +0000 2020,Stefania Colasanti,Live #AACR20 Study from @MDAndersonNews Shows how Taking Naproxen💊daily may reduce the risk of developing #Colorectalcancer in people with #lynchSyndrome @OncoAlert 🚨#CRC
387,Wed Apr 29 08:35:10 +0000 2020,Stefania Colasanti,"Our @OncoAlert 🚨colleague @ErikaHamilton9 👩‍⚕️of @SarahCannonDocs Live from #AACR20 discussing the I-SPY2 trial by @YaleCancer .Addition of durvalumab &amp; olaparib to neoadjuvant paclitaxel improved pCR in high-risk, HER2- stage II/III #breastcancer #BCSM
Edit: @weoncologists https://t.co/OWj0UnnxIh"
388,Wed Apr 29 08:35:14 +0000 2020,Stefania Colasanti,"Our @OncoAlert 🚨colleague @itsnot_pink live from #AACR20 discussing EMBRACA trial led by @MDAndersonNews .Advanced #breastcancer patients w/ #BRCA mutation, talazoparib did not see improved OS compared to #chemotherapy 
However did see improved QOL‼️#BCSM
edited: @weoncologists https://t.co/9aMaP9tnXK"
389,Wed Apr 29 08:35:23 +0000 2020,Stefania Colasanti,"Coming up in 🔟minutes, part 2️⃣of #AACR20 And @OncoAlert 🚨will be there #OncoAlert 🌎 https://t.co/DTt6Jjr0I7"
390,Wed Apr 29 08:35:26 +0000 2020,Stefania Colasanti,Up next at #AACR20 our @OncoAlert 🚨colleague @marinagarassino 👩‍⚕️to present #TERAVOLT A testament of how the #lungcancer come come@together and unite‼️@peters_solange @barlesi @EnriquetaFelip @IASLC @HwakeleeMD
391,Wed Apr 29 08:35:37 +0000 2020,Stefania Colasanti,"Our @OncoAlert 🚨colleague @BenWestphalen 🧑‍⚕️from University of Munich on the #AACR20 GENIE project. Focus on Abstract 1092 on #BRAF mutations 🧬
Edited: @weoncologists https://t.co/sB0bII8C8G"
392,Wed Apr 29 08:35:41 +0000 2020,Stefania Colasanti,First results from #TERAVOLT are out and presented today at #AACR20 by our @myESMO @OncoAlert 🚨colleague @marinagarassino 👩‍⚕️showing high mortality rate of #COVID19 in patients with thoracic malignancies.
393,Wed Apr 29 08:35:50 +0000 2020,Stefania Colasanti,"Our @OncoAlert 🚨Colleague @LeciaSequist 👩‍⚕️of @MassGeneralNews Live from #AACR20 Discussing The Geometry Study and Zenith20. #LCSM @LungCancer 
Edited: @weoncologists https://t.co/U9ZPHynuZA"
394,Wed Apr 29 08:36:08 +0000 2020,Stefania Colasanti,"Our Colleague @shilpaonc live from #AACR20 discussing her work on this first in human study of mRNA2416 given intratumorrally alone and in combination with durvalumab in patients with advanced cancers
Edited: @weoncologists https://t.co/2rxks3qi8a"
395,Wed Apr 29 08:36:11 +0000 2020,Stefania Colasanti,"Just Out📣at @NEJM 📰In metastatic castration-resistant #prostatecancer that had disease progression while on enzalutamide or abiraterone &amp;had alterations in genes🧬w/a role in homologous recombination repair, olaparib was associated w/longer PFS‼️ #AACR20 https://t.co/UlM259rDgi https://t.co/xSv9nSagiN"
396,Wed Apr 29 08:36:16 +0000 2020,Stefania Colasanti,"Just Out📣at @NEJM 📰In metastatic castration-resistant #prostatecancer that had disease progression while on enzalutamide or abiraterone &amp;had alterations in genes🧬w/a role in homologous recombination repair, olaparib was associated w/longer PFS‼️ #AACR20 https://t.co/UlM259rDgi https://t.co/xSv9nSagiN"
397,Wed Apr 29 08:36:17 +0000 2020,Enric Barba Ibáñez,Today’s @US_FDA approval of an alternative dosing regimen for the immunotherapeutic pembrolizumab was based on results presented at the AACR Virtual Annual Meeting I: https://t.co/B2JeoSAC4N #AACR20
398,Wed Apr 29 08:36:17 +0000 2020,Chiara CATANIA,"First up, Dr Zhang presents the experience of taking care of patients with COVID in Wuhan, China.  Lung cancer was the most common cancer seen in patients, but multiple other cancers were noted. #AACR20 https://t.co/LKBTvEtg5w"
399,Wed Apr 29 08:36:21 +0000 2020,Stefania Colasanti,"Our @OncoAlert 🚨Colleague @CharuAggarwalMD 👩‍⚕️from @PennCancer  Virtually Live at #AACR20 discussing global🌏presentations dealing #COVID19 and #Cancer : #TERAVOLT from @marinagarassino 🇮🇹&amp; The French experience by @barlesi from @GustaveRoussy 🇫🇷
Edited: @weoncologists https://t.co/yJXXuVGIJV"
400,Wed Apr 29 08:36:29 +0000 2020,Stefania Colasanti,"Here’s what would help patients: 

If in addition to a lengthy and detailed paper &amp; https://t.co/ebWn8BVV8u entry, trialists  had a clear 1-page infographic detailing which patients were enrolled, what each arm got &amp; what the average results were. 

1/2

#AACR2020 @OncoAlert"
401,Wed Apr 29 08:36:33 +0000 2020,Stefania Colasanti,"As a phenomenal 1st part of #AACR20 wraps up, WE at @OncoAlert 🚨Congratulate &amp; thank @AACR for putting together a phenomenal meeting, you are all pioneers and the Oncology community will build from here.  Thanks to all of our colleagues for the support, stay safe &amp; stay strong‼️ https://t.co/T8Cg4ptdzN"
402,Wed Apr 29 08:36:38 +0000 2020,Stefania Colasanti,"Dear Colleagues,
Thank you for a great couple of days of science, all of us at @OncoAlert 🚨are very grateful for your support &amp; for helping in keeping colleagues worldwide #OncoAlert!! Thank you #AACR20 &amp; look forward to Part 2⃣.
Ps. Numbers don't lie, this was a success! Kudos! https://t.co/F4edm9zrVC"
403,Wed Apr 29 08:36:47 +0000 2020,fabien reyal,"#CanceretCOVID19 : Pr Fabrice @barlesi de @GustaveRoussy partage une analyse précoce de la manière dont ce #CLCC s’est adapté pour gérer l’épidémie #COVID19
@AACR  #AACR2020 #OncoAlert #TousEnsemble #cancer #CLCC #Villejuif"
404,Wed Apr 29 08:36:38 +0000 2020,Stefania Colasanti,"Dear Colleagues,
Thank you for a great couple of days of science, all of us at @OncoAlert 🚨are very grateful for your support &amp; for helping in keeping colleagues worldwide #OncoAlert!! Thank you #AACR20 &amp; look forward to Part 2⃣.
Ps. Numbers don't lie, this was a success! Kudos! https://t.co/F4edm9zrVC"
405,Wed Apr 29 08:37:45 +0000 2020,Chiara CATANIA,"At #AACR20 Dr Creelan presented data on adoptive TIL therapy for NSCLC.  This is a very interesting approach - surgery of a metastatic lesion, ex vivo TIL expansion, nivolumab, lymphodepletion and TIL reinfusion with further nivolumab  #LCSM https://t.co/ECHtoEoJTG"
406,Wed Apr 29 08:41:51 +0000 2020,PAO,Important. We started doing it when pandemic came to Ireland. https://t.co/pnODKXsAPW
407,Wed Apr 29 08:41:53 +0000 2020,Michael Duffy,Important. We started doing it when pandemic came to Ireland.
408,Wed Apr 29 08:46:18 +0000 2020,Oncology Forum UK,Can we predict which cancer patients will respond to #immunotherapy? Predictive biomarkers are currently being discussed at a minisymposium at the #AACR20 Virtual Annual Meeting. https://t.co/095y0qDmAn
409,Wed Apr 29 08:46:29 +0000 2020,Oncology Forum UK,Larotrectinib shows 95% ORR in patients harboring NTRK1/2/3 gene fusions - would like to see such amazing waterfall plots for other targeted therapies. #AACR20 https://t.co/ufkGDvddCM
410,Wed Apr 29 08:46:33 +0000 2020,Oncology Forum UK,"Tertiary Lymphoid Structures as biomarkers of response to immunotherapy, live now #AACR20 ! https://t.co/MTsmp8ezB4"
411,Wed Apr 29 08:46:29 +0000 2020,Oncology Forum UK,Larotrectinib shows 95% ORR in patients harboring NTRK1/2/3 gene fusions - would like to see such amazing waterfall plots for other targeted therapies. #AACR20 https://t.co/ufkGDvddCM
412,Wed Apr 29 08:46:48 +0000 2020,Oncology Forum UK,"At #AACR20 Dr Creelan presented data on adoptive TIL therapy for NSCLC.  This is a very interesting approach - surgery of a metastatic lesion, ex vivo TIL expansion, nivolumab, lymphodepletion and TIL reinfusion with further nivolumab  #LCSM https://t.co/ECHtoEoJTG"
413,Wed Apr 29 08:46:56 +0000 2020,Oncology Forum UK,#AACR20 @lfspurr from @DanaFarber and @broadinstitute presents on the genomic correlates of PD-L1 expression and response to immunotherapy in NSCLC. You can learn more in this manuscript published in Annals of Oncology: https://t.co/GDcAUJxack #LCSM @GLambertiMD @meyersonlab https://t.co/xahzpzw5EU
414,Wed Apr 29 08:47:02 +0000 2020,Mehrpouya Mobin,"#OncoAlert #AACR20 In patients with #EGFRex20 #NSCLC treated with TAK-788 at 160mg, RR was 43% (n=28) including ASV mutations and NPH insertions. mPFS 7.3 months. Responses independent of prior therapy. Certainly encouraging - need more numbers, longer f/u, full dataset. #LCSM https://t.co/7TItSqO3W2"
415,Wed Apr 29 08:47:24 +0000 2020,Oncology Forum UK,"Oncologists are very used to see the Kaplan-Meier curve. For COVID-19, the curve shows statistically significant with Y-axis represented by days, not even months. It is a very sad outcome. Thanks, @AACR for providing this opportunity to learn so that we can fight w/data. #AACR20 https://t.co/VtVTqPxd3b"
416,Wed Apr 29 08:47:30 +0000 2020,Oncology Forum UK,"#AACR20 #COVID19 Dr. Fabrice Barlesi on #COVID19nCancer at Gustave Roussy. Incidence #SARSCoV2 (12%), % asymptomatic (80%), ICU (11%), &amp; death (15%) similar to non-oncology population. Risk factors for poor outcome: ECOG&gt;1, heme malig, adv cancer w/ chemo (not other tx) in 3 mos. https://t.co/st9GCjGirh"
417,Wed Apr 29 08:47:39 +0000 2020,Oncology Forum UK,"#OncoAlert #AACR20 In patients with #EGFRex20 #NSCLC treated with TAK-788 at 160mg, RR was 43% (n=28) including ASV mutations and NPH insertions. mPFS 7.3 months. Responses independent of prior therapy. Certainly encouraging - need more numbers, longer f/u, full dataset. #LCSM https://t.co/7TItSqO3W2"
418,Wed Apr 29 08:47:46 +0000 2020,Oncology Forum UK,"Facing previous data suggesting imunorresistance, this small exploratory analysis of KN042 exhibits IO monotherapy benefit for PDL1 &gt; 1% patients regardless of STK11/KEAP1 status. Nevertheless it seems insufficient to encourage mono IO as 1L for STK11/KEAP1 mut NSCLC. #AACR20 https://t.co/QviVJqAId1"
419,Wed Apr 29 08:48:27 +0000 2020,Oncology Forum UK,Today’s @US_FDA approval of an alternative dosing regimen for the immunotherapeutic pembrolizumab was based on results presented at the AACR Virtual Annual Meeting I: https://t.co/B2JeoSAC4N #AACR20
420,Wed Apr 29 08:48:30 +0000 2020,Oncology Forum UK,That wraps up #AACR20 Virtual Annual Meeting I. Thank you to everyone for following along and tweeting with us. https://t.co/9L1H0PhT4Y
421,Wed Apr 29 08:48:41 +0000 2020,Oncology Forum UK,The Opening Clinical Plenary Session of the #AACR20 Virtual Meeting I featured two studies that examined strategies to improve responses to BRAF and MEK inhibitors in patients with advanced melanoma. https://t.co/JOey5E72jS
422,Wed Apr 29 08:49:05 +0000 2020,Oncology Forum UK,"Results were presented today during the Early Detection and ctDNA Clinical Plenary Session on the second day of #AACR20 Virtual Annual Meeting I.
https://t.co/4uEHUe1Hpn"
423,Wed Apr 29 08:49:14 +0000 2020,Oncology Forum UK,"#AACR20 Virtual Annual Meeting I: Early Detection and ctDNA Session. Nickolas Papadopoulos presents:  A first-of-its-kind prospective study of a multicancer blood test to screen and manage 10,000 women with no history of cancer. https://t.co/KeMHhirfgU"
424,Wed Apr 29 08:49:21 +0000 2020,Oncology Forum UK,#AACR20 Virtual Annual Meeting I: Early Detection and ctDNA Session. David D. Thiel presents results from a study that tested a multicancer early detection liquid biopsy test designed to predict the presence or absence of cancer and the tissue of origin. https://t.co/v8y6FZvGOS
425,Wed Apr 29 08:49:28 +0000 2020,Oncology Forum UK,#AACR20 Virtual Annual Meeting I: Adoptive Cell Transfer Therapy Session. Ben Creelan presents results from a phase I trial. Durable complete responses to adoptive cell transfer using tumor infiltrating lymphocytes (TIL) in non-small cell lung cancer (NSCLC). https://t.co/CzRhFEQL6I
426,Wed Apr 29 08:49:31 +0000 2020,Oncology Forum UK,"#AACR20 Virtual Annual Meeting I: Adoptive Cell Transfer Therapy Session. Xinxin Wang presents: Clinical safety and efficacy study of TruUCAR™ GC027: The first-in-human, universal CAR T therapy for adult relapsed/refractory T-cell acute lymphoblastic leukemia (r/r T-ALL). https://t.co/NMcFSXBDzG"
427,Wed Apr 29 08:49:34 +0000 2020,Oncology Forum UK,#AACR20 Virtual Annual Meeting I: Adoptive Cell Transfer Therapy Session. Haneen Shalabi presents findings on the safety and efficacy of CD19/CD22 CAR T cells in children and young adults with relapsed/refractory ALL.
428,Wed Apr 29 08:49:37 +0000 2020,Oncology Forum UK,#AACR20 Hongbing Cai presents data showing cancer patients may be more vulnerable to SARS-COV-2 infection. Data were simultaneously published in Cancer Discovery. @CD_AACR https://t.co/ecP5FskLgQ https://t.co/UDX54MAHdS
429,Wed Apr 29 08:50:56 +0000 2020,Oncology Forum UK,Kudos to @barlesi of @GustaveRoussy et al for this detailed analysis of cancer patients with #COVID19 @AACR #AACR20 @lalbiges @jsoria @FAndreMD https://t.co/jHBGoQr5a6
430,Wed Apr 29 08:51:06 +0000 2020,Oncology Forum UK,#AACR20 David Thiel from @MayoClinic presents at the Early Detection and ctDNA session results from the study investigating the @GrailBio cfDNA methylation signatures test. The manuscript can be found here in Annals of Oncology:  https://t.co/8OjSaWeURz https://t.co/cfEcY8pxVd
431,Wed Apr 29 08:52:23 +0000 2020,Angel Montero Luis,#AACR20 Hongbing Cai presents data showing cancer patients may be more vulnerable to SARS-COV-2 infection. Data were simultaneously published in Cancer Discovery. @CD_AACR https://t.co/ecP5FskLgQ https://t.co/UDX54MAHdS
432,Wed Apr 29 08:52:50 +0000 2020,"Muhammad Husnain,MD","Tertiary Lymphoid Structures as biomarkers of response to immunotherapy, live now #AACR20 ! https://t.co/MTsmp8ezB4"
433,Wed Apr 29 08:58:43 +0000 2020,Mehrpouya Mobin,Data presented at plenary session #AACR20 from @GustaveRoussy by @barlesi shows that use of targeted agents or immunotherapy are not correlated with worst #COVID19 outcome among cancer patients in contrast with chemotherapy https://t.co/z0VqqIJrMJ
434,Wed Apr 29 09:00:00 +0000 2020,Oncology Central,The latest results from the Circulating Cell-free Genome Atlas study have been presented at #AACR20. Find out more about the latest early detection test studies in our latest news post:
435,Wed Apr 29 09:01:37 +0000 2020,Christelle Basei,"📢 Pr Fabrice @barlesi @GustaveRoussy a présenté en plénière #Covid19etCancer du congrès #AACR20 une analyse précoce de la situation et la manière dont Gustave Roussy s’est adapté avec agilité pour gérer l’épidémie de #covid19.

Lire le communiqué : https://t.co/VPFdDJgHol"
436,Wed Apr 29 09:02:08 +0000 2020,Science and Innovation at Cancer Research UK,"We announced new #MRD surveillance data from the #TRACERx collaboration with @uclcancer, @TheCrick &amp; @CR_UK at #AACR20. Read the release: https://t.co/9W4ezkbVKv #AACR2020 https://t.co/M2T6pUSaDN"
437,Wed Apr 29 09:02:28 +0000 2020,Lluraldi Cabas Mayor,"Avances de #Vacuna cubana contra el cáncer, fueron presentados en colaboración con @RoswellPark en #EEUU. Entre el @centro_cim y dicha institución, existe un convenio de colaboración que está dando evidencias y resultados. #CienciaCubana @BioCubaFarma @DrRobertoMOjeda @DiazCanelB"
438,Wed Apr 29 09:03:58 +0000 2020,Miguel Brno,The latest results from the Circulating Cell-free Genome Atlas study have been presented at #AACR20. Find out more about the latest early detection test studies in our latest news post:
439,Wed Apr 29 09:05:41 +0000 2020,Christelle Basei,"Data  at plenary session #AACR20 from @GustaveRoussy by @barlesi shows that #COVID19 prevalence among cancer patients is a) 12%  b) mortality is close to 15% (similar to general population c)Factors correlated with worst outcome: hemopathy, PS2+, recent chemotherapy https://t.co/Ga25jTRfyz"
440,Wed Apr 29 09:06:18 +0000 2020,Laura Dormer,"Check out our Editor's coffee chat, where we discuss our highlights from the first day of #AACR20! @NanomedZone @MyBioTechniques @OncologyCentral"
441,Wed Apr 29 09:07:19 +0000 2020,EIPG,The latest EIPG Pharma #ICYMI! https://t.co/ffTGNh75sh #pharma #pharmaceutical #aacr20
442,Wed Apr 29 09:07:27 +0000 2020,Christelle Basei,Data presented at plenary session #AACR20 from @GustaveRoussy by @barlesi shows that use of targeted agents or immunotherapy are not correlated with worst #COVID19 outcome among cancer patients in contrast with chemotherapy https://t.co/z0VqqIJrMJ
443,Wed Apr 29 09:09:33 +0000 2020,Valentina Gambardella,Targeting #EGFR exon 20 insertion with TAK788 leads to ORR of 43% #AACR20 https://t.co/fYp5lEkShc
